,test_values,,for_notes,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,cashe,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
95512,,,,City Hotel,0.0,320.0,2016.0,August,,34.0,18.0,0.0,2.0,2.0,0.0,0.0,HB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,6.0,,0.0,Transient-Party,115.0,0.0,1.0,Check-Out,2016-08-20
95513,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95514,,,,City Hotel,0.0,320.0,2016.0,August,,34.0,18.0,0.0,2.0,1.0,0.0,0.0,HB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,6.0,,0.0,Transient-Party,0.0,0.0,0.0,Check-Out,2016-08-20
95515,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95516,,,,City Hotel,0.0,320.0,2016.0,August,,34.0,18.0,0.0,2.0,2.0,0.0,0.0,HB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,6.0,,0.0,Transient-Party,115.0,0.0,1.0,Check-Out,2016-08-20
95517,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95518,,,,City Hotel,0.0,17.0,2016.0,August,,34.0,19.0,0.0,1.0,2.0,0.0,1.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,D,1.0,No Deposit,14.0,,0.0,Transient,118.15,0.0,0.0,Check-Out,2016-08-20
95519,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95520,,,,City Hotel,0.0,7.0,2016.0,August,,34.0,19.0,0.0,1.0,2.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,E,F,0.0,No Deposit,,,0.0,Transient,141.1,0.0,1.0,Check-Out,2016-08-20
95521,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95522,,,,City Hotel,0.0,320.0,2016.0,August,,34.0,18.0,0.0,2.0,2.0,0.0,0.0,HB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,6.0,,0.0,Transient-Party,115.0,0.0,1.0,Check-Out,2016-08-20
95523,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95524,,,,City Hotel,0.0,221.0,2016.0,August,,34.0,18.0,0.0,2.0,2.0,0.0,0.0,SC,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,8.0,,0.0,Transient,94.5,1.0,3.0,Check-Out,2016-08-20
95525,,,,For notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
